4
60
0	0	0	0	8	0	0	0	2	0	0	10	0	5	6	0	0	0	0	0	0	0	0	0	0	1	0	9	0	3	1	5	0	0	9	6	0	8	0	0	9	0	0	0	0	8	0	9	3	0	0	0	0	0	7	6	3	0	0	0	
0	0	0	0	0	0	10	0	0	9	0	0	0	10	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	1	9	7	0	0	5	8	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	7	9	8	0	0	0	0	5	
0	10	0	0	0	0	4	0	0	1	0	0	10	0	7	0	0	0	0	3	6	8	0	4	0	0	0	0	0	0	5	4	8	0	0	4	0	0	0	0	0	5	5	6	0	5	8	0	0	6	0	10	8	0	0	6	0	0	9	8	
0	0	1	7	0	0	0	0	0	0	0	0	5	2	3	0	1	0	0	8	0	0	0	9	5	0	0	0	0	9	0	8	0	4	0	7	10	0	10	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	
5	1	0	10	0	0	0	7	0	1	0	0	0	1	0	0	0	3	8	0	10	0	2	5	6	0	10	0	4	0	0	0	0	0	0	0	0	6	5	0	7	7	6	0	0	6	0	0	0	0	2	0	4	6	6	10	5	0	0	0	
0	0	1	0	0	0	10	8	0	0	6	0	0	9	0	0	0	6	0	10	0	10	0	0	2	0	0	0	0	0	8	0	0	0	3	3	0	10	0	0	0	9	0	0	0	0	7	6	0	0	0	0	0	0	0	10	4	0	3	7	
7	0	0	0	0	0	2	7	0	1	0	9	0	10	0	0	0	8	0	0	10	0	0	0	0	0	0	0	4	0	0	1	10	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	9	0	2	1	0	0	0	10	8	0	0	
1	4	0	10	10	0	4	6	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	2	5	7	0	0	0	5	0	9	0	0	9	0	
0	3	0	0	9	8	5	0	0	0	0	0	9	3	0	0	3	4	9	5	0	0	0	0	0	6	5	1	0	0	0	0	0	3	2	0	4	0	6	6	0	6	2	2	0	0	4	0	0	0	0	2	0	0	0	1	6	6	0	0	
0	0	0	0	2	4	0	8	0	6	8	0	4	0	7	0	0	0	5	6	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	2	0	0	0	1	10	0	0	0	9	0	0	0	0	5	0	
0	0	0	0	2	0	5	6	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	6	0	0	2	0	10	6	0	0	10	4	0	0	0	0	0	0	0	0	10	5	0	7	0	10	0	0	0	7	8	10	6	10	0	6	0	0	
0	0	0	0	6	3	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	5	5	2	0	0	3	7	4	0	10	0	0	0	10	0	0	0	0	1	0	6	0	0	7	5	5	0	5	0	0	0	0	0	0	0	4	0	
0	9	7	0	0	0	6	0	0	3	0	7	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	3	10	0	0	0	10	0	0	9	0	7	0	0	0	0	0	5	0	8	0	0	0	0	7	0	7	7	0	6	4	0	0	
0	4	0	10	0	0	0	4	0	1	0	10	0	0	0	0	0	0	0	4	0	4	0	0	0	10	3	3	0	8	9	0	0	0	7	2	0	0	3	0	0	0	0	0	0	4	0	0	3	6	4	0	2	3	0	0	0	9	0	0	
0	0	0	0	6	2	0	0	0	8	1	8	0	8	5	3	0	0	9	0	0	0	0	0	0	6	7	10	8	0	0	0	0	0	8	0	10	0	1	2	6	0	0	6	0	0	0	0	5	7	10	0	0	0	0	0	0	0	8	0	
3	0	0	0	0	0	0	0	0	9	10	0	0	0	0	1	1	5	0	0	8	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	3	0	0	10	7	0	0	0	0	4	0	0	0	0	3	0	0	6	4	4	0	2	1	1	
1	0	0	4	0	4	0	0	2	0	0	10	0	0	0	5	9	4	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	9	0	0	0	5	0	0	0	2	0	
0	0	0	0	0	0	0	0	0	0	0	6	9	0	6	0	7	8	0	0	0	10	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	9	0	0	0	9	0	0	
0	4	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	0	0	3	0	4	0	10	0	0	0	7	0	0	8	8	0	0	6	2	0	0	0	9	0	0	0	0	6	0	6	0	0	0	8	3	0	0	8	0	
1	2	0	0	0	0	0	4	0	0	0	9	3	10	0	9	0	0	0	0	3	0	0	2	0	0	0	0	7	8	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	6	0	0	
0	0	0	0	0	0	0	0	0	0	0	8	0	7	4	6	5	4	7	0	3	0	0	0	10	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	0	10	0	0	0	0	0	
0	5	0	0	0	0	2	5	9	0	0	0	1	0	0	0	8	0	10	0	0	0	0	4	0	0	10	9	0	10	3	0	0	0	5	0	0	9	0	0	0	0	8	6	6	0	0	10	10	0	0	0	0	0	0	2	0	0	0	0	
0	6	10	6	5	0	0	0	3	0	2	0	0	5	1	8	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	2	0	0	0	0	9	0	0	0	2	7	0	0	0	8	5	7	0	7	0	8	0	
0	0	0	0	0	0	0	0	0	3	0	0	0	8	2	0	0	0	10	5	0	7	8	6	0	0	0	7	3	1	0	0	0	6	0	0	0	2	0	0	2	0	0	0	4	0	8	0	0	0	9	0	5	0	0	6	0	0	0	0	
0	0	0	0	1	0	0	0	7	0	0	0	9	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	10	4	0	2	0	0	0	0	0	0	2	6	4	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	3	10	
0	9	6	0	0	6	0	0	1	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	10	0	0	0	0	
0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	7	9	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	6	0	4	0	1	0	0	0	0	0	5	0	6	0	5	0	2	1	10	0	0	0	0	0	0	7	0	0	2	8	0	0	4	0	0	0	0	0	0	6	0	5	0	7	0	0	0	0	0	0	0	7	4	
0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	3	2	0	5	6	0	0	6	0	3	0	9	0	0	6	9	0	0	0	0	0	0	0	1	0	0	3	5	0	0	0	0	1	0	8	0	0	1	
0	0	0	2	0	3	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	6	0	4	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	
6	0	0	0	0	1	0	0	3	0	0	0	0	0	0	8	8	5	0	6	0	0	0	0	0	7	0	0	4	0	4	0	0	0	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	6	0	7	1	1	0	0	8	
2	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	8	0	0	7	0	0	4	0	0	7	8	0	0	0	0	0	0	0	0	0	0	8	7	0	0	6	0	0	0	0	0	1	0	0	0	7	0	3	0	0	0	0	0	
0	6	1	5	4	0	0	0	1	0	0	2	2	0	0	9	0	0	0	0	6	0	2	0	0	10	5	0	0	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	4	4	0	4	7	0	0	
0	0	0	0	5	0	0	0	6	10	8	3	0	0	0	3	5	0	4	0	0	0	5	0	1	0	5	0	3	5	0	0	0	6	0	5	10	7	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0	0	8	0	0	0	6	0	
0	2	9	0	4	0	0	7	10	5	0	0	0	1	0	0	0	6	1	0	0	9	7	0	10	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	8	0	0	0	8	0	0	10	0	3	0	0	0	
0	1	1	0	0	0	7	0	0	0	10	9	6	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	4	10	3	9	8	6	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	10	0	0	0	2	0	2	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	9	9	
0	1	0	1	0	8	8	0	10	3	0	0	1	6	8	0	7	8	0	4	0	1	0	0	0	8	0	0	2	0	0	0	0	0	10	0	0	8	5	0	0	1	0	0	0	6	7	0	0	0	2	0	0	0	0	0	0	0	0	3	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	5	0	9	10	0	7	3	0	6	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	3	5	6	
4	5	5	0	5	0	0	8	0	0	7	4	0	0	3	7	8	0	0	6	0	0	0	0	0	6	0	7	0	0	4	5	0	8	0	10	0	7	0	9	0	0	0	1	0	7	3	4	8	10	0	0	0	5	0	0	0	0	0	0	
0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	10	10	0	9	1	0	10	0	0	0	0	4	0	0	3	0	0	2	0	6	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	4	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	5	4	10	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	1	0	4	0	3	0	6	0	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	5	0	0	0	0	10	4	7	0	0	0	0	0	0	8	0	6	0	6	0	4	9	0	2	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	
0	7	6	0	0	10	0	2	2	0	0	0	9	0	4	0	0	9	2	0	3	0	9	0	5	0	4	0	0	8	1	2	0	8	0	0	0	8	0	3	0	0	7	0	10	0	0	0	6	0	0	9	0	5	0	0	0	0	0	4	
0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	4	1	0	8	0	0	0	0	0	9	3	6	0	0	0	0	4	0	
